idx, heading, dist, lfm POS, lfm VEL, lfm TRQ, lbm POS, lbm VEL, lbm TRQ, rfm POS, rfm VEL, rfm TRQ, rbm POS, rbm VEL, rbm TRQ
147, -0.0152254, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
148, -0.01909817, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
149, -0.01881184, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
150, -0.01629946, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
151, -0.0192179, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
152, -0.01891232, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
153, -0.02232506, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
154, -0.01986806, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
155, -0.02278207, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
156, -0.02261482, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
157, -0.02153913, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
158, -0.02197171, 5145.0, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
159, -0.02177954, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
160, -0.01977892, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
161, -0.02091637, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
162, -0.01878829, 5145.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
163, -0.01872482, 5144.5, 0.0, -0.0, 0.0, 0.0, -0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
164, -0.02376696, 5144.5, 0.003333333, 1.9, 0.0, 0.003333333, 3.533333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
165, -0.02253726, 5145.5, 0.003333333, 1.9, 0.0, 0.003333333, 3.533333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
166, -0.01640716, 5145.5, 0.003333333, 1.9, 0.0, 0.003333333, 3.533333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
167, -0.02125733, 5145.5, 0.003333333, 1.9, 0.0, 0.003333333, 3.533333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
168, -0.02098838, 5145.5, 0.003333333, 1.9, 1.611294, 0.003333333, 3.533333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
169, -0.02011705, 5145.0, 0.006666667, 2.166667, 4.146197, 0.003333333, 3.533333, 0.0, 0.003333333, 1.933333, 0.0, 0.0, 0.0, 0.0
170, -0.02430324, 5145.0, 0.01, 2.166667, 6.742616, 0.006666667, 4.6, 1.316145, 0.003333333, 1.933333, 0.0, 0.003333333, 1.3, 0.0
171, 0.02014377, 5145.0, 0.01333333, 2.933333, 14.18767, 0.01666667, 4.7, 7.446253, 0.02, 7.233333, 0.0, 0.02, 5.9, 0.0
172, 0.08887508, 5145.0, 0.02, 3.1, 17.65607, 0.02333333, 5.2, 11.77666, 0.03, 9.7, 1.269239, 0.03, 10.76667, 0.0
173, 0.1735683, 5145.0, 0.02666667, 4.333333, 21.50796, 0.02666667, 5.033333, 17.18539, 0.04333333, 12.76667, 2.875281, 0.04, 10.23333, 1.013509
174, 0.2723847, 5145.0, 0.03666667, 8.966666, 25.02516, 0.03666667, 7.066667, 23.02591, 0.05333333, 11.73333, 6.058367, 0.04, 10.23333, 5.472259
